smiles,logbb,name,source
CC1CC(=CC(=O)C1C(=O)OC)NC2=CC=C(C=C2)Cl,-0.95,156154-42-6,B3DB(CC0)
CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,-0.93,nelfinavir mesylate,B3DB(CC0)
CON1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,-0.92,miloxacin,B3DB(CC0)
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,-0.9,prazosin,B3DB(CC0)
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,-0.9,glibenclamide,B3DB(CC0)
OC1(C(CO)=O)CC[C@@]([C@]1(C)C2)([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3([H])C2=O)=O,-0.9,prednisone,B3DB(CC0)
CC(C)(C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3)O,-0.89,161105-56-2,B3DB(CC0)
C1CC(CC1C(C2=CC=CC=C2)(C(=O)NC3CCN(CC3)CC4=NC(=CC=C4)N)O)(F)F,-0.89,l001588,B3DB(CC0)
CC1=C(C=CC(=C1)Cl)NC2=NCCN2,-0.87,4201-26-7,B3DB(CC0)
CN(C)CCOC(C=C1)=CC=C1C2=NC(C3=CC=C(/C(CC4)=N/CO)C4=C3)=C(C5=CC=NC=C5)N2,-0.85,takle-1; sb-590885,B3DB(CC0)
COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,-0.85,sulfamethoxypyridazine,B3DB(CC0)
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.83,nsc169534,B3DB(CC0)
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.83,doxorubicin,B3DB(CC0)
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,-0.82,omeprazole,B3DB(CC0)
NC(NC1=NC(CSCC/N=C(NC)/NC#N)=CS1)=N,-0.8,"tiotidine (skb10, y-g10)",B3DB(CC0)
CCC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC4=NC=CC(=C34)N(C)CCC5=CC=CC=N5,-0.8,chembl213760,B3DB(CC0)
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,-0.8,colchicine,B3DB(CC0)
O=C1N2CCCC(O)C2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.8,risperidone-9-oh,B3DB(CC0)
C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,-0.8,levodopa,B3DB(CC0)
O=C(O)[C@@H]1CCCN1OC(=O)[C@H](N)Cc2ccccc2,-0.8,d-phenylalanine-l-proline,B3DB(CC0)
C1C(C(OC1N2C=CC(=NC2=O)N)CO)CO,-0.79,"2',3'-dideoxy-3'-hydroxymethylcytidine",B3DB(CC0)
CC(=C)C(=O)/C(=C\C(=O)O)/OC,-0.79,penicillic acid,B3DB(CC0)
CC(=O)N1CCC(CC1)COC2=NC(=NC(=C2C(=O)NC)NCC3CCC4(CCC4)CC3)C#N,-0.79,irie-16c,B3DB(CC0)
OCC1C(CO)O[C@@H](C1)n(c(n2)=O)ccc2N,-0.79,"2´,3´-dideoxy-3´-hydroxymethylcytidine",B3DB(CC0)
Clc1cc(Cl)cc(c12)[nH]c(cc2=O)C(=O)OCCc3c(C)[n+](C)cs3,-0.78,n-methylthiazolium-dcka,B3DB(CC0)
C1=CC(=C(C=C1CC(C(=O)O)N)O)O,-0.77,levodopa,B3DB(CC0)
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,-0.76,ofloxacin,B3DB(CC0)
CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,-0.74,indinavir,B3DB(CC0)
CN(C)CC1=CC=C(O1)CSCCNC2=C(C(=CN2)CC3=CC=CC=C3)[N+](=O)[O-],-0.73,chembl344991,B3DB(CC0)
CN(C)Cc1ccc(o1)SCCNc([nH]c2)c([N+]([O-])=O)c2Cc3ccccc3,-0.73,bbcpd60,B3DB(CC0)
CN(C)CC1=CC=C(CSCCNC2=C(Cc3ccccc3)C=CN2)O1,-0.73,b-057,B3DB(CC0)
CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,-0.72,roscovitine,B3DB(CC0)
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=N,-0.72,zidovudine,B3DB(CC0)
CCN1N=NN(CCN2CCC(COC)(N(C3=CC=CC=C3)C(CCC)=O)CC2)C1=O,-0.71,"alfentanil, rapifen",B3DB(CC0)
C1=NC2=C(N1)C(=S)N=CN2,-0.71,6-mercaptopurine,B3DB(CC0)
O[C@H]([C@]1([H])[C@@H](CC2)CC(C=C)[C@@H]2C1)c3c4cc(OC)ccc4ncc3,-0.7,quinidine,B3DB(CC0)
CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,-0.7,levocabastine hydrochloride,B3DB(CC0)
CC1C2=C(C=CC=C2Cl)NC(=N1)N,-0.7,"5-chloro-4-methyl-1,4-dihydroquinazolin-2-amine",B3DB(CC0)
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,-0.7,2-o-methyl-paf (c),B3DB(CC0)
CC[C@@H](C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@@H]5CO[C@@](O5)(CSC6=NN=CN6C)C7=CC=C(C=C7)Cl,-0.7,mitratapid,B3DB(CC0)
C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)N4CCN(CC4=O)C(=O)C5=CC=C(C=C5)C#N,-0.7,chembl239099,B3DB(CC0)
CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,-0.69,granisetron,B3DB(CC0)
CNC(=O)C1=C(N=C(N=C1OCC2CCNCC2)C#N)NCC3CCC4(CCC4)CC3,-0.67,chembl476130,B3DB(CC0)
CC1=C(C(=O)N2CC(CCC2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-0.67,7-hydroxy risperidone,B3DB(CC0)
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,-0.67,ribavirin,B3DB(CC0)
c1c[nH]c(c1C(=O)O)NCCSCc2c(Br)cccn2,-0.67,nan,B3DB(CC0)
C1=CC(=C(N=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-])Br,-0.67,bbcpd12 (cimetidine derivative) (skb15),B3DB(CC0)
Brc1cccnc1CSCCNC2=C([N+]([O-])=O)NC=C2,-0.67,b-049,B3DB(CC0)
CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,-0.66,nalidixicacid,B3DB(CC0)
C1=CC=NC(=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-],-0.66,112598-30-8,B3DB(CC0)
CC1=NC(=NC2=CC(=C(C=C12)OC)OC)N3CCN(CC3)C(=O)C4=CC=CO4,-0.66,prazosin,B3DB(CC0)
CC1=CC(=C(C=C1)NC2=NCCN2)Cl,-0.65,tolonidine,B3DB(CC0)
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,-0.64,itraconazole,B3DB(CC0)
CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.64,norverapamil,B3DB(CC0)
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,-0.63,ketoconazole,B3DB(CC0)
O=C(N(C1=CC=C(CCN2C(C)=O)C2=C1)N3CCN(CCC4CCCC4)CC3)/C=C/C5=CC(C#N)=CC=C5,-0.63,jnj-5207787,B3DB(CC0)
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,-0.62,darifenacin,B3DB(CC0)
C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,-0.62,darifenacin,B3DB(CC0)
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F,-0.6,alovudine ,B3DB(CC0)
CSC(=N)N,-0.6,s-methylisothiourea,B3DB(CC0)
[C@]123c4c5c(OC)ccc4CC(NCC3)[C@]2(O)CCC([C@H]1O5)O,-0.6,beta-oxycodol,B3DB(CC0)
C[C@@H]1CCCN1CCCOC2=CC=C(C=C2)N3CCN(CC3=O)C(=O)C4=C(C=C(C=C4)F)F,-0.6,chembl239299,B3DB(CC0)
C1C[C@@H]2NS(=O)(=O)C3=CC=CC=C3N2C1,-0.6,s 18986,B3DB(CC0)
O=C1C(CC(C)C)N(C2=O)C(O[C@@]2(C(C)C)NC([C@@H]3C=C(C(C=CC=C4N5)=C4C(C6)=C5Br)[C@]6([H])N(C)C3)=O)[C@@]7([H])N1CCC7,-0.59,bromocriptine,B3DB(CC0)
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,-0.59,s-licarbizine,B3DB(CC0)
C(C\C(=C(/C)N(Cc1cnc(nc1N)C)C([H])=O)SSC(C)C)OC(C2=CC(c1c(cc(cc1N2)[Cl])[Cl])=O)=O,-0.57,tipr-dcka,B3DB(CC0)
CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,-0.56,chembl195725,B3DB(CC0)
CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,-0.56,ncgc00159461-02,B3DB(CC0)
CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,-0.56,amprenavir,B3DB(CC0)
CN1CN(C2=CC=C(Br)C=C2)C3(CC[NH+](CCCC(=O)C4=CC=C(F)C=C4)CC3)C1=O,-0.55,bmsp,B3DB(CC0)
CC(C)NC[C@@H](COC1=CC=C(C=C1)NC(=O)C)O,-0.55,practolol,B3DB(CC0)
CC(C)CC(CC(=O)O)CN,-0.54,pregabalin,B3DB(CC0)
C1=CC(C)=CN(C12)C(CC(=O)N(C)C)=C(N2)c(cc3)ccc3C,-0.54,zolpidem,B3DB(CC0)
CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCC4CC4,-0.52,515134-70-0,B3DB(CC0)
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,-0.52,acetazolamide,B3DB(CC0)
CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,-0.52,eletriptan,B3DB(CC0)
COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Br)F)Br)N3CCNCC3,-0.52,sb-357134,B3DB(CC0)
C(CCl)NC(=O)N(CCCl)N=O,-0.52,bis(chloroethyl)nitrosourea (carmustine) (bcnu),B3DB(CC0)
CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)O,-0.52,chembl2111136,B3DB(CC0)
CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,-0.51,schembl8717354,B3DB(CC0)
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,-0.5,phenylbutazone,B3DB(CC0)
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,-0.5,gefitinib,B3DB(CC0)
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,-0.5,epicorticosterone,B3DB(CC0)
C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,-0.5,melphalan,B3DB(CC0)
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-0.49,11-cis retinoic acid,B3DB(CC0)
CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,-0.48,stavudine,B3DB(CC0)
CN(C)CCCN1C2=CC=CC=C2S(=O)C3=CC=CC=C31,-0.48,phenothiazine,B3DB(CC0)
CCC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC4=NC=CC(=C34)N(C)C,-0.47,chembl385336,B3DB(CC0)
CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,-0.47,temozolomide,B3DB(CC0)
C1CN(CCC1S(=O)(=O)C2=CC=C(C=C2)C(=O)N)CCC3=C(C=C(C=C3)F)F,-0.47,chembl148058,B3DB(CC0)
CC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-0.46,skb30 (npropylacetamide33npiperidinylmethylphenoxy),B3DB(CC0)
C1CCN(CC1)CCCOC2=CC=C(C=C2)N3CCN(CC3=O)C(=O)C4=CC=C(C=C4)F,-0.46,chembl239975,B3DB(CC0)
C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)OC(CO4)CO,-0.45,flesinoxan,B3DB(CC0)
C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)O[C@H](CO4)CO,-0.45,flesinoxan,B3DB(CC0)
C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,-0.44,salicyluric acid (salicylurate),B3DB(CC0)
CCCN(CCC)CCc(c1)cc(O)c(c12)NC(=O)C2,-0.43,nan,B3DB(CC0)
CCN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=C(C=C4)Br,-0.43,besp,B3DB(CC0)
CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,-0.43,fleroxacin,B3DB(CC0)
C1CCC(C1)(C(=O)O)N,-0.43,cycloleucine,B3DB(CC0)
CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)(C)C,-0.42,dibudipine,B3DB(CC0)
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,-0.42,topotecan,B3DB(CC0)
O=C1N2C(c3nc4cc(O)c(CN(C)C)cc4cc3C2)=CC5=C1COC([S@]5(O)CC)=O,-0.42,topotecan,B3DB(CC0)
CC1CC2=CC(=C(C=C2N1S(=O)(=O)C)CNC3CCCNC3C4=CC=CC=C4)OC,-0.42,pfizer compound 14,B3DB(CC0)
C1C(=O)[C@@H]2[C@H]([C@@]1(C(=O)O)N)[C@]2(C(=O)O)F,-0.41,mgs0028,B3DB(CC0)
C=CC#N,-0.4,acrylonitrile,B3DB(CC0)
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,-0.4,probenecid,B3DB(CC0)
C(CN)CS(=O)(=O)O,-0.4,"tramiprosate, alzhemed",B3DB(CC0)
C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)N4CCN(CC4=O)C(=O)C5=CC=C(C=C5)Cl,-0.4,chembl1190347,B3DB(CC0)
CC(C)C(CO)NC1=CC(=NC2=C(C(=NN12)NC3=CC(=CC(=C3)OC)OC)C(=O)N)C4CC4,-0.39,compound 6h,B3DB(CC0)
CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5,-0.39,sb 649915,B3DB(CC0)
CC(C)(C)[N+](=O)C=C1C=CN(C=C1)[O-],-0.38,alpha-(4-pyridyl-1-oxide)-n-tert-butylnitrone,B3DB(CC0)
CC(C)OC1=CC=CC(=C1)CC(=O)N2CCC[C@](C2)(CC[N+]34CCC(CC3)(CC4)C5=CC=CC=C5)C6=CC(=C(C=C6)Cl)Cl.[Cl-],-0.37,nolpitantium,B3DB(CC0)
CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,-0.37,escitalopram,B3DB(CC0)
CC1=C(SC(=N1)N(C2=CC(=C(C=C2)OC)CNC3CCCNC3C4=CC=CC=C4)S(=O)(=O)C)C,-0.37,pfizer compound 18,B3DB(CC0)
C1CN(CCC1CNC2=NC=CC=N2)C(=O)OCC3=CC=CC=C3,-0.37,liv-20a,B3DB(CC0)
CC(C1CSc2ccccc2N1CCC3CCCCN3C)=O,-0.36,mesoridazine,B3DB(CC0)
CC1C(C2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N)C,-0.34,schembl11119364,B3DB(CC0)
C1=CC=C2C(C3=CC=CC=C3C4C(C2=C1)O4)C(=O)N,-0.34,"carbamazepine, 9,10-epoxide",B3DB(CC0)
C1C2C1C3=CC=CC=C3N(C4=CC=CC=C24)C(=O)N,-0.34,cbz-epo,B3DB(CC0)
O=C1N2CCCCC2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.32,risperidone,B3DB(CC0)
CC(=O)CN1C(=O)C=CC(=N1)C2=C3C=CC=CN3N=C2C4=CC=CC=C4,-0.31,schembl8639797,B3DB(CC0)
C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,-0.3,b-096,B3DB(CC0)
CC12CCC3C(C1CC(C2O)F)CCC4=C3C=CC(=C4)O,-0.3,16a-fluoroestradiol,B3DB(CC0)
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-0.3,cyclobarbital,B3DB(CC0)
CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C,-0.3,fg-8205,B3DB(CC0)
C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@@H]2O)F)CCC4=C3C=CC(=C4)O,-0.3,16alpha-fluoroestradiol,B3DB(CC0)
c1cc(O)ccc1CC(N)C(=O)N[C@H](C(C)(C)SS2)C(=O)NCC(=O)NC(C(=O)N[C@H](C(=O)O)C2(C)C)Cc3ccccc3,-0.3,dpdpe,B3DB(CC0)
CC1([C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)C,-0.3,dpdpe,B3DB(CC0)
CC1C=NC2=C1C(=O)NC(=O)N2C,-0.3,theobromine,B3DB(CC0)
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,-0.3,78755-81-4,B3DB(CC0)
CN1C=NC2=C1C(=O)NC(=O)N2C,-0.3,"theobromine (3,7-dimethylxanthine)",B3DB(CC0)
C1=CC(=C(C=C1C(F)(F)F)NC(=O)NC2=C(C=CC(=C2)Cl)O)Cl,-0.3,ns 1738,B3DB(CC0)
[Li],-0.3,7439-93-2,B3DB(CC0)
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,-0.29,camptothecin,B3DB(CC0)
O=C1N2C(c3nc4ccccc4cc3C2)=CC5=C1COC([S@]5(O)CC)=O,-0.29,camptothecin,B3DB(CC0)
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,-0.28,sotalol,B3DB(CC0)
CC(Cl)Cl,-0.28,"1,1-dichloroethane (ethylidene chloride)",B3DB(CC0)
CN(C)CC1=CC(=NC=C1)C2=CC(=CC=C2)NC3=C(C=CN3)[N+](=O)[O-],-0.28,112598-49-9,B3DB(CC0)
CC1=CC(=CC(=C1NC2=NCCN2)C)Br,-0.28,65936-23-4,B3DB(CC0)
C(CSC(=N)N)F,-0.27,unii-13w6wjx09r,B3DB(CC0)
CN(C)CC1=CC=C(O1)C2=CC(=CC=C2)NC3=C(C=CN3)[N+](=O)[O-],-0.27,chembl358151,B3DB(CC0)
CN(C)c(o1)ccc1-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.27,bbcpd18 (ranitidine analog),B3DB(CC0)
C[C@H]1C(=O)NC2(CCCC2)C(=O)N1,-0.26,alaptide,B3DB(CC0)
Ic1cc(C(=O)CCCN2CCC3(C(=O)N(C)CN3c4ccccc4)CC2)cS1,-0.25,i-1,B3DB(CC0)
ClC1=CC=C(C2(O)CCN(CCCC(C3=CC=CC=C3)(C(N(C)C)=O)C4=CC=CC=C4)CC2)C=C1,-0.25,loperamide,B3DB(CC0)
CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,-0.25,99632-94-7,B3DB(CC0)
CC1(CC(CC(N1)(C)C)OC2=NC(=NC(=C2C(=O)NC)NCC3CCC4(CCC4)CC3)C#N)C,-0.24,chembl478224,B3DB(CC0)
C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)C3=CC=CC=C3,-0.24,bbcpd21,B3DB(CC0)
C1=CN(C(=N1)[N+](=O)[O-])CCCF,-0.24,1-(3-fluoropropyl)-2-nitroimidazole (fpn),B3DB(CC0)
C#CCO,-0.23,propargyl alcohol,B3DB(CC0)
CC(C)NCC(COC1=CC=CC=C1CC=C)O,-0.23,alprenolol,B3DB(CC0)
CC(C)(CN1C(=O)C=CC(=N1)C2=C3C=CC=CN3N=C2C4=CC=CC=C4)O,-0.23,222722-65-8,B3DB(CC0)
C=CCC1(C(=O)NC(=O)NC1=O)CC=C,-0.22,allobarbital,B3DB(CC0)
CCCN(CC1CC1)C2=NC(=NC3=C2CCN3C4=C(C=C(C=C4)Cl)Cl)C,-0.22,schembl5488979,B3DB(CC0)
COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl,-0.22,ticalopride,B3DB(CC0)
COC1=C(C=C(C=C1)N2CCCC2=O)CNC3CCCNC3C4=CC=CC=C4,-0.22,pfizer compound 16,B3DB(CC0)
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-0.22,cortisol,B3DB(CC0)
CC1CN(CCN1)C2=NC3=C(C=C2)N=C(C4=CN=CN43)NC5=C(C=CC=C5Cl)C,-0.22,schembl4036207,B3DB(CC0)
C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@H](C=C4)CO,-0.22,abacavir,B3DB(CC0)
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,-0.22,fluconazole,B3DB(CC0)
COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O,-0.21,quinidine,B3DB(CC0)
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-0.2,ibuprofen ,B3DB(CC0)
Fc1cccc(F)c1[NH+]=C2NCCN2,-0.2,tz-3,B3DB(CC0)
C1CCN(C1)CCN2C3=C(C=CC(=C3)NC(=O)CC4=CC=C(C=C4)OCC5=CC=CC=C5)C=N2,-0.2,indole-based mchr1 antagonist(7a),B3DB(CC0)
C1CN(CCC1CNC2=NC=NC=C2)C(=O)OCC3=CC=CC=C3,-0.2,liv-21,B3DB(CC0)
C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,-0.2,thioperamide,B3DB(CC0)
CCNC(=O)C(C1=CC=CC=C1)C(=O)N,-0.19,chembl3527030,B3DB(CC0)
C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,-0.19,felbamate,B3DB(CC0)
CCCC(C)(COC(=O)N)COC(=O)NC,-0.18,carisoprodol,B3DB(CC0)
C[C@]12CC([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,-0.18,prednisolone,B3DB(CC0)
C=CC=C,-0.17,"1,3-butadiene (divinyl)",B3DB(CC0)
CC1CCN(CC1)CC[C@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O,-0.17,201038-74-6,B3DB(CC0)
CC1CC(=CC(=O)C1C(=O)OC)NC2=CC(=CC=C2)OC(F)(F)F,-0.17,2-oxo-4-[3-(trifluoromethoxy)anilino]-6-methyl-3-cyclohexene-1-carboxylic acid methyl ester,B3DB(CC0)
C[N+]1=CC=CC=C1/C=N/O,-0.17,pralidoxime,B3DB(CC0)
C1=CN(C(=N1)[N+](=O)[O-])CCCCCCCCF,-0.17,1-(8-fluorooctyl)-2-nitroimidazole (fon),B3DB(CC0)
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,-0.16,pefloxacin,B3DB(CC0)
CN1C2=C(C=CC(=C2)C(C3=CC=C(C=C3)Cl)N4C=NC=N4)N=N1,-0.16,vorozole,B3DB(CC0)
C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,-0.16,epinastine,B3DB(CC0)
[Kr],-0.16,7439-90-9,B3DB(CC0)
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,-0.15,acebutolol,B3DB(CC0)
COC1=C(C=C(C=C1)S(=O)(=O)C)CNC2CCCNC2C3=CC=CC=C3,-0.15,145741-95-3,B3DB(CC0)
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,-0.15,daidzein ok,B3DB(CC0)
CC(=O)/C=C/C1=CC=CS1,-0.14,sr-4688,B3DB(CC0)
CC(C)NC1=C(N=CC=C1)N2CCNCC2,-0.14,u 88703,B3DB(CC0)
CCC1(C(=O)NC(=O)NC1=O)CC,-0.14,barbital,B3DB(CC0)
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)CC[18F],-0.14,fluoroethylflumazenil f-18,B3DB(CC0)
C(CCl)Cl,-0.14,"1,2-dichloroethane",B3DB(CC0)
C1CN(CCC1NC2=CC(=O)OC3=C2C=C(C=C3)Cl)CC4=CC5=C(C=C4)OCC5,-0.14,mchr antagonist 8,B3DB(CC0)
CC(=O)OC,-0.13,methyl acetate,B3DB(CC0)
CC1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C4=C3CN(CC4)CC5CC5)CC=C,-0.13,chembl1950330,B3DB(CC0)
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,-0.12,bisphenol a,B3DB(CC0)
C1=CC=C(C=C1)CC2=CNC(=C2[N+](=O)[O-])NCCSCC3=CC=CC=N3,-0.12,chebi: 337303,B3DB(CC0)
CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,-0.1,151-83-7,B3DB(CC0)
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,-0.1,progesterone,B3DB(CC0)
FC1=CC3=C(N2C=NC(C(OC(C)F)=O)=C2CN(C3=O)C)C=C1,-0.1,ffmz,B3DB(CC0)
CN(C)CC1=CC=C(C=C1)C2=CNC(=O)C3=C2C(=CC=C3)O,-0.1,kcl-440,B3DB(CC0)
COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,-0.1,prucalopride,B3DB(CC0)
